x1,x2,x3,x4,duration,event
-0.7456866885286122,0.324563027179086,0.9745888118076769,0.8488322802178481,7.787354327694908,1
0.7825201210146842,-0.7886167238395765,-0.32341332432743264,0.2761703010859555,19.576471131825656,1
0.17020148283593284,0.227061287981849,-0.596575646502103,-0.27183720563619396,62.65605214784699,1
-0.16023681350058183,-0.6246522910064554,0.6257047952906303,0.1588445974121535,31.443367085167928,1
-0.1984141535751056,-0.8149336776348872,0.3512193555261114,-0.050279877780489146,3.7427858509160683,1
0.8726410168166454,-0.25756752954331974,-0.379385822706757,0.16770965959664297,199.61981977721499,1
-0.5297965306806387,-0.8488536854091733,0.3403851271945799,-0.810480998642916,2.2167126896719838,1
-0.42003955206826604,0.9091732004439241,0.029137843842669264,-0.9918558664407922,364.04990415685575,1
0.4119676380346482,0.06888087451441294,0.28601446397207364,-0.17314661111332064,18.230658000573374,1
0.961437098594363,0.6851708670661736,0.32465475240896247,-0.012940908337837786,15.617237999487491,1
-0.27698157930535783,-0.12672727928248673,0.8937872840018961,-0.6944275251346401,242.50011886067554,1
0.962558720856695,0.356273012469031,0.8958681304929075,-0.09949055398590656,18.61692815579613,1
0.9685085465475225,-0.6925611805475305,0.9591021129940975,-0.7163772360307685,25.62567338888274,1
0.9693486985363677,-0.16734368672593014,-0.4250146062105422,-0.14993070545971854,232.26750746431264,1
-0.0035861924063727013,0.7961260005593864,-0.4543765372321995,-0.0001823303727870318,255.71129562939916,1
-0.6262128728183114,-0.917738538311913,0.569393423777039,0.1286205619328824,0.882948774046285,1
-0.32295428302713103,0.9330487118190391,-0.28566807469840816,0.7652291186070925,100.43424852130802,1
-0.8716209428110211,-0.7656650234048368,0.2027799782239692,-0.7325295776419927,2.4413427318639878,1
0.26683801898935666,-0.3353492186373057,-0.6241334296901897,-0.338120714189015,438.22944842401427,1
-0.44235810683360177,-0.5841588043827353,0.6138118826162762,-0.6958439252201776,123.47643378733636,1
0.11712683096484389,0.9344491533392494,-0.6396248035503433,0.2649291259036406,231.59178992819886,1
0.8780222376381661,-0.8372544464109992,0.21267628132310912,-0.6305717709242273,29.30891503590779,1
0.8463669207285436,-0.14459113589671957,0.6596919210133352,0.6030674207275022,271.52501244991805,1
